,premise,hypothesis,label,premise_fr,hypothesis_fr
926,"Two young men drink beer, leaning on a graffitied wall.",The men are standing in urine.,1,"Deux jeunes hommes boivent de la bière, en s'inclinant sur un mur graffiti.",Les hommes se trouvent dans l'urine.
927,A man being airlifted to safety after being in danger.,The helicopter is moving people in danger.,1,Un homme qui est transporté en avion à la sécurité après avoir été en danger.,L'hélicoptère transporte des personnes en danger.
928,A man being airlifted to safety after being in danger.,A man is being moved.,0,Un homme qui est transporté en avion à la sécurité après avoir été en danger.,Un homme est en train de se déplacer.
929,A man being airlifted to safety after being in danger.,The helicopter is putting people in a dangerous area.,2,Un homme qui est transporté en avion à la sécurité après avoir été en danger.,L'hélicoptère met les gens dans une zone dangereuse.
930,People in a meeting setting paying attention to a speaker in an orange shirt.,The people are listening to music on their CD players.,2,Les personnes qui se réunissent dans un cadre d'une réunion portent attention à un conférencier dans une chemise orange.,Les gens écoutent de la musique sur leurs lecteurs de CD.
931,People in a meeting setting paying attention to a speaker in an orange shirt.,The people are listening to a speaker.,0,Les personnes qui se réunissent dans un cadre d'une réunion portent attention à un conférencier dans une chemise orange.,Les gens écoutent un orateur.
932,People in a meeting setting paying attention to a speaker in an orange shirt.,The speaker is the people's boss.,1,Les personnes qui se réunissent dans un cadre d'une réunion portent attention à un conférencier dans une chemise orange.,L'orateur est le chef du peuple.
933,A meeting of young people sitting at a conference table.,young people are at a party having fun,2,Une réunion de jeunes assise à une table de conférence.,Les jeunes sont en fête et se divertissent
934,A meeting of young people sitting at a conference table.,young people are learning about politics,1,Une réunion de jeunes assise à une table de conférence.,Les jeunes apprennent à la politique
935,A meeting of young people sitting at a conference table.,young people are gathered around a table,0,Une réunion de jeunes assise à une table de conférence.,Les jeunes sont rassemblés autour d’une table
936,A woman in a red shirt is speaking at a table in a room where three other people are listening to her.,the woman is going to the park.,1,Une femme en chemise rouge parle à une table dans une pièce où trois autres personnes l'écoutent.,La femme se rend dans le parc.
937,A woman in a red shirt is speaking at a table in a room where three other people are listening to her.,the woman is swimming in the lake.,2,Une femme en chemise rouge parle à une table dans une pièce où trois autres personnes l'écoutent.,La femme naît dans le lac.
938,A woman in a red shirt is speaking at a table in a room where three other people are listening to her.,the woman is wearing a red shirt.,0,Une femme en chemise rouge parle à une table dans une pièce où trois autres personnes l'écoutent.,La femme porte une chemise rouge.
939,A woman talks to two other women and a man with notepads in an office building with large windows.,A woman talks to others indoors.,0,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Une femme parle à d'autres à l'intérieur.
940,A woman talks to two other women and a man with notepads in an office building with large windows.,a woman in an office building talks to a group of three taking notes on a notepad,1,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Une femme dans un immeuble de bureau parle à un groupe de trois prenant des notes sur un boîtier
941,A woman talks to two other women and a man with notepads in an office building with large windows.,a man talks to ducks in a pond,2,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Un homme parle aux canards dans un étang
942,A woman talks to two other women and a man with notepads in an office building with large windows.,the woman is white,1,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,La femme est blanche
943,A woman talks to two other women and a man with notepads in an office building with large windows.,a woman in an office building talks to two other women and a man with notepads,0,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Une femme dans un immeuble de bureau parle à deux autres femmes et à un homme avec des boîtes de note
944,A woman talks to two other women and a man with notepads in an office building with large windows.,A woman talks to dogs inside an office building.,2,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Une femme parle aux chiens à l'intérieur d'un bâtiment de bureau.
945,A woman talks to two other women and a man with notepads in an office building with large windows.,the woman is asleep at home,2,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,La femme dormante à la maison
946,A woman talks to two other women and a man with notepads in an office building with large windows.,The people are outside of the building looking inside.,2,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Les gens se trouvent à l'extérieur du bâtiment et regardent à l'intérieur.
947,A woman talks to two other women and a man with notepads in an office building with large windows.,a woman is talking,0,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Une femme parle
948,A woman talks to two other women and a man with notepads in an office building with large windows.,A woman talks to others indoors about lunch.,1,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Une femme parle à d'autres à l'intérieur d'une salle de discussion sur le déjeuner.
949,A woman talks to two other women and a man with notepads in an office building with large windows.,Four people stand near a wall speaking to each other.,0,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Quatre personnes se trouvent à proximité d'un mur pour parler les uns aux autres.
950,A woman talks to two other women and a man with notepads in an office building with large windows.,A woman talks to three other women.,2,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Une femme parle à trois autres femmes.
951,A woman talks to two other women and a man with notepads in an office building with large windows.,A woman happily talks to two other women.,1,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Une femme parle heureusement à deux autres femmes.
952,A woman talks to two other women and a man with notepads in an office building with large windows.,The group are discussing a project.,1,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Le groupe discute d'un projet.
953,A woman talks to two other women and a man with notepads in an office building with large windows.,A woman talks to two other women.,0,Une femme parle à deux autres femmes et à un homme avec des notes dans un immeuble de bureau avec de grandes fenêtres.,Une femme parle à deux autres femmes.
954,A classroom of students discussing lecture.,The students are running in P.E. class.,2,Une salle de classe d'étudiants discutant de la conférence.,Les élèves sont en classe P.E.
955,A classroom of students discussing lecture.,A classroom is discussing the topics of the day.,0,Une salle de classe d'étudiants discutant de la conférence.,Une salle de classe discute des sujets de la journée.
956,A classroom of students discussing lecture.,The students are discussing the lecture in history class.,1,Une salle de classe d'étudiants discutant de la conférence.,Les élèves discutent de la conférence en classe d'histoire.
957,A man holds a clipboard and a pen as a woman looks at them.,The man is working,1,Un homme tient un clipboard et un stylo à l'image d'une femme.,L'homme travaille
958,A man holds a clipboard and a pen as a woman looks at them.,The woman is asleep,2,Un homme tient un clipboard et un stylo à l'image d'une femme.,La femme dormante
959,A man holds a clipboard and a pen as a woman looks at them.,A woman is looking at a man's possessions,0,Un homme tient un clipboard et un stylo à l'image d'une femme.,Une femme regarde les biens d'un homme
960,A man with a bright green shirt is talking to a woman in a pink shirt.,A couple are eating dinner.,2,Un homme ayant une chemise vert brillant parle à une femme dans une chemise rose.,Un couple est en train de manger du dîner.
961,A man with a bright green shirt is talking to a woman in a pink shirt.,A couple is standing outside.,1,Un homme ayant une chemise vert brillant parle à une femme dans une chemise rose.,Un couple se trouve à l'extérieur.
962,A man with a bright green shirt is talking to a woman in a pink shirt.,A couple is talking.,0,Un homme ayant une chemise vert brillant parle à une femme dans une chemise rose.,Un couple parle.
